customer_id,gender,age_group,tenure,contract_type,payment_method,monthly_charges,total_charges,internet_service,support_tickets,churn_status,churn_reason,tenure_group,monthly_revenue_loss,annual_revenue_loss,customer_lifetime_value
CUST-00084,Female,35-44,22,One year,Electronic check,75.05,1645.77,Fiber optic,3,Stayed,Not churned,13-24 months,0.0,0.0,1645.77
CUST-01480,Female,65+,36,One year,Bank transfer,49.08,1769.99,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,1769.99
CUST-00049,Male,18-24,11,Month-to-month,Electronic check,34.3,413.09,DSL,1,Churned,Price too high,7-12 months,34.3,411.6,413.09
CUST-01445,Male,45-54,6,Month-to-month,Mailed check,98.43,605.11,Fiber optic,2,Churned,Temporary need ended,0-6 months,98.43,1181.16,605.11
CUST-00156,Female,55-64,1,One year,Credit card,51.23,120.95,Fiber optic,0,Stayed,Not churned,0-6 months,0.0,0.0,120.95
CUST-01280,Female,25-34,6,Month-to-month,Credit card,42.99,277.14,DSL,1,Churned,Temporary need ended,0-6 months,42.99,515.88,277.14
CUST-01156,Male,35-44,25,Month-to-month,Credit card,57.09,1424.15,DSL,1,Stayed,Not churned,25-48 months,0.0,0.0,1424.15
CUST-00417,Female,55-64,4,Month-to-month,Credit card,67.06,278.57,Fiber optic,1,Churned,Price too high,0-6 months,67.06,804.72,278.57
CUST-01069,Female,55-64,44,One year,Electronic check,46.03,1975.35,Fiber optic,3,Stayed,Not churned,25-48 months,0.0,0.0,1975.35
CUST-01053,Male,55-64,60,Two year,Mailed check,30.56,1821.4,,0,Stayed,Not churned,49+ months,0.0,0.0,1821.4
CUST-01247,Female,35-44,30,Month-to-month,Electronic check,53.45,1596.41,DSL,3,Stayed,Not churned,25-48 months,0.0,0.0,1596.41
CUST-01117,Female,35-44,52,Two year,Electronic check,35.72,1774.73,DSL,2,Stayed,Not churned,49+ months,0.0,0.0,1774.73
CUST-00530,Male,45-54,16,Month-to-month,Credit card,43.25,756.68,DSL,0,Stayed,Not churned,13-24 months,0.0,0.0,756.68
CUST-00180,Female,45-54,30,One year,Electronic check,75.45,2246.71,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,2246.71
CUST-01374,Female,35-44,3,Month-to-month,Electronic check,69.09,131.31,DSL,1,Churned,Competitor offer,0-6 months,69.09,829.08,131.31
CUST-00433,Male,35-44,28,One year,Mailed check,36.41,1053.13,,0,Stayed,Not churned,25-48 months,0.0,0.0,1053.13
CUST-00528,Female,65+,23,One year,Credit card,45.67,1000.81,DSL,2,Stayed,Not churned,13-24 months,0.0,0.0,1000.81
CUST-00835,Female,25-34,21,Month-to-month,Mailed check,24.74,500.45,,2,Stayed,Not churned,13-24 months,0.0,0.0,500.45
CUST-00364,Male,35-44,20,Month-to-month,Bank transfer,67.75,1378.11,Fiber optic,0,Stayed,Not churned,13-24 months,0.0,0.0,1378.11
CUST-01193,Female,18-24,6,Month-to-month,Electronic check,42.21,253.26,DSL,1,Churned,Competitor offer,0-6 months,42.21,506.52,253.26
CUST-01215,Male,18-24,3,One year,Electronic check,55.6,135.07,Fiber optic,1,Stayed,Not churned,0-6 months,0.0,0.0,135.07
CUST-00347,Male,25-34,11,Month-to-month,Mailed check,79.51,864.3,Fiber optic,1,Stayed,Not churned,7-12 months,0.0,0.0,864.3
CUST-00465,Male,35-44,9,Month-to-month,Bank transfer,53.68,503.21,DSL,0,Stayed,Not churned,7-12 months,0.0,0.0,503.21
CUST-00529,Female,25-34,69,Two year,Electronic check,70.2,4817.79,Fiber optic,2,Stayed,Not churned,49+ months,0.0,0.0,4817.79
CUST-00673,Female,25-34,13,One year,Credit card,47.88,640.85,Fiber optic,0,Stayed,Not churned,13-24 months,0.0,0.0,640.85
CUST-01168,Female,45-54,5,Month-to-month,Electronic check,72.22,330.07,Fiber optic,1,Churned,Temporary need ended,0-6 months,72.22,866.64,330.07
CUST-00602,Female,35-44,16,One year,Bank transfer,59.22,959.02,DSL,0,Stayed,Not churned,13-24 months,0.0,0.0,959.02
CUST-01112,Female,18-24,23,Month-to-month,Electronic check,34.73,784.79,,0,Stayed,Not churned,13-24 months,0.0,0.0,784.79
CUST-01356,Male,35-44,34,One year,Electronic check,54.21,1864.99,DSL,1,Churned,Competitor offer,25-48 months,54.21,650.52,1864.99
CUST-00244,Female,18-24,9,One year,Mailed check,40.93,384.84,DSL,2,Stayed,Not churned,7-12 months,0.0,0.0,384.84
CUST-01134,Female,25-34,23,One year,Credit card,99.04,2278.78,Fiber optic,1,Stayed,Not churned,13-24 months,0.0,0.0,2278.78
CUST-00874,Female,35-44,41,Two year,Electronic check,76.49,3133.42,Fiber optic,0,Churned,Moved location,25-48 months,76.49,917.88,3133.42
CUST-00783,Female,35-44,37,Month-to-month,Credit card,54.94,2062.6,DSL,1,Stayed,Not churned,25-48 months,0.0,0.0,2062.6
CUST-00911,Male,45-54,17,Month-to-month,Electronic check,71.22,1198.77,Fiber optic,1,Stayed,Not churned,13-24 months,0.0,0.0,1198.77
CUST-01094,Male,35-44,54,Two year,Mailed check,72.27,3902.86,Fiber optic,2,Stayed,Not churned,49+ months,0.0,0.0,3902.86
CUST-01440,Male,18-24,22,Month-to-month,Credit card,88.19,1968.29,Fiber optic,0,Churned,Price too high,13-24 months,88.19,1058.28,1968.29
CUST-00583,Female,35-44,19,Month-to-month,Electronic check,62.6,1207.48,DSL,3,Stayed,Not churned,13-24 months,0.0,0.0,1207.48
CUST-00309,Male,25-34,33,Month-to-month,Credit card,61.85,2009.15,DSL,3,Stayed,Not churned,25-48 months,0.0,0.0,2009.15
CUST-00902,Female,18-24,12,Month-to-month,Mailed check,81.79,989.81,Fiber optic,2,Churned,Competitor offer,7-12 months,81.79,981.48,989.81
CUST-00399,Male,35-44,19,Month-to-month,Credit card,91.45,1720.75,Fiber optic,1,Stayed,Not churned,13-24 months,0.0,0.0,1720.75
CUST-00424,Female,35-44,19,Month-to-month,Electronic check,82.11,1594.69,Fiber optic,1,Churned,Competitor offer,13-24 months,82.11,985.32,1594.69
CUST-00371,Female,55-64,6,Month-to-month,Bank transfer,55.35,325.77,DSL,0,Stayed,Not churned,0-6 months,0.0,0.0,325.77
CUST-00055,Male,25-34,12,One year,Bank transfer,68.2,781.15,DSL,1,Churned,Competitor offer,7-12 months,68.2,818.4,781.15
CUST-01002,Male,45-54,66,Two year,Credit card,59.77,3947.53,Fiber optic,1,Stayed,Not churned,49+ months,0.0,0.0,3947.53
CUST-00619,Male,18-24,51,Two year,Electronic check,46.17,2356.9,DSL,0,Stayed,Not churned,49+ months,0.0,0.0,2356.9
CUST-00313,Female,25-34,41,One year,Credit card,40.41,1627.57,DSL,1,Stayed,Not churned,25-48 months,0.0,0.0,1627.57
CUST-00942,Male,35-44,72,Two year,Credit card,21.1,1493.34,DSL,0,Stayed,Not churned,49+ months,0.0,0.0,1493.34
CUST-01293,Male,35-44,18,One year,Mailed check,76.98,1387.07,Fiber optic,1,Stayed,Not churned,13-24 months,0.0,0.0,1387.07
CUST-00110,Female,35-44,37,One year,Bank transfer,23.29,869.37,,1,Stayed,Not churned,25-48 months,0.0,0.0,869.37
CUST-01287,Female,65+,30,Two year,Credit card,34.22,983.12,DSL,0,Stayed,Not churned,25-48 months,0.0,0.0,983.12
CUST-00707,Female,25-34,31,One year,Electronic check,22.79,677.22,,2,Churned,Competitor offer,25-48 months,22.79,273.48,677.22
CUST-00101,Female,25-34,46,Month-to-month,Credit card,89.22,4121.32,Fiber optic,0,Churned,Temporary need ended,25-48 months,89.22,1070.64,4121.32
CUST-00472,Male,55-64,26,One year,Electronic check,43.73,1156.11,DSL,1,Stayed,Not churned,25-48 months,0.0,0.0,1156.11
CUST-00794,Male,35-44,34,One year,Credit card,65.33,2207.94,Fiber optic,1,Churned,Competitor offer,25-48 months,65.33,783.96,2207.94
CUST-01395,Female,25-34,64,Two year,Bank transfer,68.71,4377.69,Fiber optic,0,Stayed,Not churned,49+ months,0.0,0.0,4377.69
CUST-00267,Male,45-54,7,Month-to-month,Electronic check,30.92,173.76,,1,Stayed,Not churned,7-12 months,0.0,0.0,173.76
CUST-00694,Female,35-44,1,Month-to-month,Mailed check,48.63,52.95,DSL,2,Churned,Competitor offer,0-6 months,48.63,583.56,52.95
CUST-00297,Male,45-54,25,One year,Credit card,76.42,1961.45,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,1961.45
CUST-01366,Female,35-44,10,One year,Bank transfer,72.67,761.49,Fiber optic,4,Stayed,Not churned,7-12 months,0.0,0.0,761.49
CUST-00965,Female,45-54,26,Month-to-month,Credit card,76.16,1976.77,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,1976.77
CUST-00803,Male,35-44,23,Two year,Electronic check,61.43,1480.96,Fiber optic,2,Stayed,Not churned,13-24 months,0.0,0.0,1480.96
CUST-00971,Male,25-34,69,Two year,Electronic check,53.96,3662.33,Fiber optic,2,Stayed,Not churned,49+ months,0.0,0.0,3662.33
CUST-00378,Female,35-44,7,Month-to-month,Electronic check,50.64,338.0,DSL,0,Churned,Competitor offer,7-12 months,50.64,607.68,338.0
CUST-00287,Female,45-54,7,Month-to-month,Electronic check,60.54,389.86,DSL,1,Stayed,Not churned,7-12 months,0.0,0.0,389.86
CUST-01459,Female,25-34,15,Month-to-month,Electronic check,44.67,688.03,Fiber optic,2,Stayed,Not churned,13-24 months,0.0,0.0,688.03
CUST-00746,Male,35-44,14,Month-to-month,Bank transfer,22.98,316.74,,2,Stayed,Not churned,13-24 months,0.0,0.0,316.74
CUST-00127,Male,25-34,26,One year,Bank transfer,43.67,1152.38,DSL,2,Stayed,Not churned,25-48 months,0.0,0.0,1152.38
CUST-00328,Male,65+,3,Month-to-month,Credit card,89.61,268.83,Fiber optic,3,Churned,Price too high,0-6 months,89.61,1075.32,268.83
CUST-00293,Male,35-44,14,Month-to-month,Credit card,18.99,274.06,,1,Churned,Competitor offer,13-24 months,18.99,227.88,274.06
CUST-00561,Male,18-24,3,Month-to-month,Mailed check,64.88,169.79,Fiber optic,1,Churned,Competitor offer,0-6 months,64.88,778.56,169.79
CUST-01375,Female,45-54,6,Month-to-month,Bank transfer,63.8,373.04,Fiber optic,2,Churned,Competitor offer,0-6 months,63.8,765.6,373.04
CUST-01150,Male,35-44,27,One year,Bank transfer,66.28,1749.64,DSL,0,Stayed,Not churned,25-48 months,0.0,0.0,1749.64
CUST-00356,Male,25-34,14,Month-to-month,Credit card,29.83,450.98,,1,Churned,Temporary need ended,13-24 months,29.83,357.96,450.98
CUST-01237,Male,65+,10,Month-to-month,Electronic check,36.8,408.86,DSL,1,Churned,Temporary need ended,7-12 months,36.8,441.6,408.86
CUST-00171,Male,35-44,17,One year,Bank transfer,58.18,974.83,Fiber optic,1,Stayed,Not churned,13-24 months,0.0,0.0,974.83
CUST-00862,Female,35-44,20,One year,Credit card,21.81,487.19,,1,Stayed,Not churned,13-24 months,0.0,0.0,487.19
CUST-01433,Female,18-24,11,Month-to-month,Credit card,75.37,785.59,Fiber optic,1,Stayed,Not churned,7-12 months,0.0,0.0,785.59
CUST-00637,Male,18-24,50,Two year,Bank transfer,18.99,891.99,,0,Stayed,Not churned,49+ months,0.0,0.0,891.99
CUST-00210,Female,45-54,32,One year,Electronic check,74.71,2419.7,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,2419.7
CUST-00615,Male,45-54,8,Month-to-month,Credit card,52.09,451.8,Fiber optic,0,Stayed,Not churned,7-12 months,0.0,0.0,451.8
CUST-00586,Female,35-44,16,Month-to-month,Bank transfer,72.7,1129.17,Fiber optic,2,Churned,Price too high,13-24 months,72.7,872.4,1129.17
CUST-00141,Male,35-44,8,Month-to-month,Mailed check,69.42,568.66,Fiber optic,3,Stayed,Not churned,7-12 months,0.0,0.0,568.66
CUST-01011,Female,18-24,8,Month-to-month,Credit card,43.32,333.08,Fiber optic,1,Stayed,Not churned,7-12 months,0.0,0.0,333.08
CUST-00665,Female,35-44,16,One year,Credit card,21.19,361.03,,4,Churned,Poor customer support,13-24 months,21.19,254.28,361.03
CUST-01205,Female,45-54,13,Month-to-month,Mailed check,60.5,780.59,,0,Stayed,Not churned,13-24 months,0.0,0.0,780.59
CUST-00702,Female,25-34,32,One year,Mailed check,54.23,1714.84,DSL,1,Stayed,Not churned,25-48 months,0.0,0.0,1714.84
CUST-01455,Female,55-64,33,Two year,Credit card,35.79,1176.75,,1,Stayed,Not churned,25-48 months,0.0,0.0,1176.75
CUST-00650,Female,55-64,32,Two year,Credit card,37.54,1188.89,DSL,1,Stayed,Not churned,25-48 months,0.0,0.0,1188.89
CUST-00200,Male,35-44,2,Month-to-month,Mailed check,71.42,144.7,Fiber optic,0,Stayed,Not churned,0-6 months,0.0,0.0,144.7
CUST-00910,Female,35-44,14,Month-to-month,Unknown,45.86,663.01,DSL,0,Stayed,Not churned,13-24 months,0.0,0.0,663.01
CUST-01232,Female,35-44,21,One year,Bank transfer,78.43,1667.45,Fiber optic,0,Stayed,Not churned,13-24 months,0.0,0.0,1667.45
CUST-01075,Male,25-34,18,One year,Electronic check,39.45,659.71,DSL,1,Stayed,Not churned,13-24 months,0.0,0.0,659.71
CUST-01044,Male,45-54,40,One year,Electronic check,79.23,3101.04,Fiber optic,2,Churned,Competitor offer,25-48 months,79.23,950.76,3101.04
CUST-00515,Female,35-44,42,Two year,Credit card,59.15,2461.6,DSL,1,Stayed,Not churned,25-48 months,0.0,0.0,2461.6
CUST-00011,Female,55-64,26,One year,Credit card,42.46,1161.83,DSL,1,Stayed,Not churned,25-48 months,0.0,0.0,1161.83
CUST-00148,Female,55-64,51,One year,Credit card,37.12,1885.58,DSL,0,Stayed,Not churned,49+ months,0.0,0.0,1885.58
CUST-00737,Female,55-64,40,One year,Electronic check,18.99,734.46,,0,Churned,Moved location,25-48 months,18.99,227.88,734.46
CUST-00283,Female,35-44,40,Two year,Bank transfer,42.83,1698.59,DSL,1,Stayed,Not churned,25-48 months,0.0,0.0,1698.59
CUST-00299,Male,18-24,11,Month-to-month,Credit card,43.24,500.27,DSL,0,Churned,Temporary need ended,7-12 months,43.24,518.88,500.27
CUST-00627,Female,45-54,2,Month-to-month,Bank transfer,49.51,103.36,DSL,1,Churned,Price too high,0-6 months,49.51,594.12,103.36
CUST-00292,Female,45-54,35,Two year,Mailed check,72.95,2553.11,Fiber optic,2,Stayed,Not churned,25-48 months,0.0,0.0,2553.11
CUST-01417,Female,45-54,18,Month-to-month,Mailed check,62.98,1142.8,Fiber optic,1,Churned,Temporary need ended,13-24 months,62.98,755.76,1142.8
CUST-00611,Female,25-34,28,One year,Mailed check,42.74,1282.85,DSL,0,Stayed,Not churned,25-48 months,0.0,0.0,1282.85
CUST-01055,Male,18-24,14,One year,Electronic check,51.97,726.51,DSL,1,Churned,Product dissatisfaction,13-24 months,51.97,623.64,726.51
CUST-01394,Male,45-54,27,Month-to-month,Credit card,60.92,1614.95,DSL,0,Churned,Competitor offer,25-48 months,60.92,731.04,1614.95
CUST-00966,Female,25-34,28,One year,Bank transfer,56.01,1588.55,Fiber optic,1,Churned,Competitor offer,25-48 months,56.01,672.12,1588.55
CUST-00130,Male,35-44,60,Two year,Bank transfer,74.32,4436.35,Fiber optic,0,Stayed,Not churned,49+ months,0.0,0.0,4436.35
CUST-00592,Male,65+,1,Month-to-month,Credit card,74.38,74.38,Fiber optic,2,Churned,Temporary need ended,0-6 months,74.38,892.56,74.38
CUST-00332,Male,45-54,22,One year,Electronic check,44.12,946.52,DSL,0,Churned,Moved location,13-24 months,44.12,529.44,946.52
CUST-00324,Female,45-54,36,One year,Bank transfer,34.93,1241.42,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,1241.42
CUST-00723,Female,25-34,37,Two year,Credit card,36.76,1323.32,DSL,0,Stayed,Not churned,25-48 months,0.0,0.0,1323.32
CUST-01325,Male,25-34,51,Two year,Credit card,61.22,3130.32,Fiber optic,1,Stayed,Not churned,49+ months,0.0,0.0,3130.32
CUST-00598,Female,45-54,53,One year,Credit card,83.29,4407.35,Fiber optic,0,Stayed,Not churned,49+ months,0.0,0.0,4407.35
CUST-00136,Female,25-34,22,One year,Mailed check,69.39,1576.78,Fiber optic,2,Stayed,Not churned,13-24 months,0.0,0.0,1576.78
CUST-00725,Male,18-24,12,Month-to-month,Bank transfer,66.8,809.96,DSL,2,Stayed,Not churned,7-12 months,0.0,0.0,809.96
CUST-01294,Male,25-34,39,Two year,Mailed check,36.51,1377.28,DSL,1,Stayed,Not churned,25-48 months,0.0,0.0,1377.28
CUST-00436,Male,55-64,6,Month-to-month,Bank transfer,34.69,230.49,DSL,1,Stayed,Not churned,0-6 months,0.0,0.0,230.49
CUST-00781,Male,25-34,32,Month-to-month,Mailed check,71.64,2262.71,Fiber optic,0,Stayed,Not churned,25-48 months,0.0,0.0,2262.71
CUST-00793,Female,25-34,63,One year,Credit card,90.37,5661.53,Fiber optic,2,Stayed,Not churned,49+ months,0.0,0.0,5661.53
CUST-01334,Male,25-34,20,One year,Bank transfer,60.04,1243.66,DSL,1,Stayed,Not churned,13-24 months,0.0,0.0,1243.66
CUST-00681,Male,25-34,4,One year,Bank transfer,46.0,201.65,DSL,2,Stayed,Not churned,0-6 months,0.0,0.0,201.65
CUST-00159,Female,35-44,47,Two year,Credit card,69.63,3231.43,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,3231.43
CUST-01031,Female,45-54,10,One year,Bank transfer,35.03,430.18,DSL,0,Stayed,Not churned,7-12 months,0.0,0.0,430.18
CUST-01312,Male,45-54,42,Two year,Mailed check,42.44,1754.49,DSL,0,Stayed,Not churned,25-48 months,0.0,0.0,1754.49
CUST-00984,Female,25-34,12,Month-to-month,Electronic check,48.34,568.48,DSL,1,Stayed,Not churned,7-12 months,0.0,0.0,568.48
CUST-00196,Female,18-24,29,Month-to-month,Electronic check,94.75,2734.3,Fiber optic,1,Churned,Competitor offer,25-48 months,94.75,1137.0,2734.3
CUST-01259,Female,45-54,6,Month-to-month,Bank transfer,55.86,384.24,DSL,1,Churned,Price too high,0-6 months,55.86,670.32,384.24
CUST-01444,Female,45-54,10,Month-to-month,Electronic check,62.49,624.49,DSL,0,Churned,Competitor offer,7-12 months,62.49,749.88,624.49
CUST-00411,Female,25-34,17,Month-to-month,Electronic check,60.02,964.32,Fiber optic,3,Churned,Price too high,13-24 months,60.02,720.24,964.32
CUST-00097,Male,25-34,52,Two year,Electronic check,61.59,3229.05,Fiber optic,1,Stayed,Not churned,49+ months,0.0,0.0,3229.05
CUST-00597,Male,35-44,26,Month-to-month,Electronic check,60.69,1568.54,Fiber optic,3,Stayed,Not churned,25-48 months,0.0,0.0,1568.54
CUST-00157,Male,35-44,72,Two year,Electronic check,32.58,2365.26,DSL,0,Stayed,Not churned,49+ months,0.0,0.0,2365.26
CUST-00420,Male,35-44,26,Month-to-month,Bank transfer,40.87,1124.28,DSL,1,Stayed,Not churned,25-48 months,0.0,0.0,1124.28
CUST-01166,Male,25-34,20,Month-to-month,Electronic check,64.42,1224.97,Fiber optic,1,Stayed,Not churned,13-24 months,0.0,0.0,1224.97
CUST-00478,Male,35-44,23,Month-to-month,Credit card,96.28,2238.22,Fiber optic,2,Stayed,Not churned,13-24 months,0.0,0.0,2238.22
CUST-00622,Female,35-44,35,Month-to-month,Mailed check,75.62,2632.47,Fiber optic,1,Churned,Temporary need ended,25-48 months,75.62,907.44,2632.47
CUST-00661,Female,45-54,10,Month-to-month,Electronic check,48.76,448.49,DSL,1,Stayed,Not churned,7-12 months,0.0,0.0,448.49
CUST-01457,Male,45-54,23,One year,Credit card,47.31,1088.8,DSL,0,Stayed,Not churned,13-24 months,0.0,0.0,1088.8
CUST-00448,Male,25-34,45,One year,Electronic check,28.05,1248.8,DSL,0,Churned,Moved location,25-48 months,28.05,336.6,1248.8
CUST-00179,Male,25-34,48,Two year,Electronic check,66.16,3154.91,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,3154.91
CUST-00391,Male,25-34,5,Month-to-month,Credit card,105.25,556.64,Fiber optic,2,Stayed,Not churned,0-6 months,0.0,0.0,556.64
CUST-01309,Female,35-44,58,Two year,Electronic check,66.67,3896.77,DSL,0,Stayed,Not churned,49+ months,0.0,0.0,3896.77
CUST-01224,Male,35-44,37,Two year,Credit card,56.03,2020.35,Fiber optic,0,Stayed,Not churned,25-48 months,0.0,0.0,2020.35
CUST-01260,Male,18-24,46,Month-to-month,Credit card,108.84,5014.85,Fiber optic,3,Stayed,Not churned,25-48 months,0.0,0.0,5014.85
CUST-00618,Female,45-54,69,Two year,Bank transfer,64.07,4361.29,Fiber optic,1,Stayed,Not churned,49+ months,0.0,0.0,4361.29
CUST-01261,Female,25-34,9,Month-to-month,Electronic check,55.16,539.57,Fiber optic,0,Stayed,Not churned,7-12 months,0.0,0.0,539.57
CUST-01344,Male,65+,42,Two year,Credit card,23.09,986.65,DSL,0,Stayed,Not churned,25-48 months,0.0,0.0,986.65
CUST-01014,Female,35-44,3,Month-to-month,Electronic check,72.55,187.87,Fiber optic,1,Stayed,Not churned,0-6 months,0.0,0.0,187.87
CUST-01499,Female,25-34,7,Month-to-month,Bank transfer,68.66,488.35,Fiber optic,4,Churned,Poor customer support,7-12 months,68.66,823.92,488.35
CUST-00760,Male,35-44,35,Two year,Electronic check,52.71,1802.77,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,1802.77
CUST-00670,Female,25-34,25,Month-to-month,Electronic check,61.15,1501.3,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,1501.3
CUST-00295,Female,18-24,70,Two year,Credit card,54.93,3876.68,DSL,0,Stayed,Not churned,49+ months,0.0,0.0,3876.68
CUST-00908,Female,25-34,7,Month-to-month,Bank transfer,60.54,354.03,DSL,1,Stayed,Not churned,7-12 months,0.0,0.0,354.03
CUST-00890,Female,45-54,11,Month-to-month,Electronic check,48.57,517.09,DSL,1,Churned,Competitor offer,7-12 months,48.57,582.84,517.09
CUST-00089,Male,35-44,1,One year,Electronic check,29.22,29.22,DSL,0,Stayed,Not churned,0-6 months,0.0,0.0,29.22
CUST-00998,Female,55-64,6,Month-to-month,Electronic check,43.41,263.19,,1,Churned,Price too high,0-6 months,43.41,520.92,263.19
CUST-00950,Male,35-44,2,Month-to-month,Credit card,50.14,61.63,Fiber optic,0,Stayed,Not churned,0-6 months,0.0,0.0,61.63
CUST-00589,Female,55-64,12,Month-to-month,Bank transfer,83.38,1002.39,Fiber optic,2,Stayed,Not churned,7-12 months,0.0,0.0,1002.39
CUST-00675,Female,25-34,28,One year,Bank transfer,66.31,1898.48,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,1898.48
CUST-01407,Male,65+,53,Two year,Bank transfer,52.28,2733.87,DSL,1,Stayed,Not churned,49+ months,0.0,0.0,2733.87
CUST-00712,Male,55-64,10,One year,Credit card,74.52,805.58,Fiber optic,0,Churned,Moved location,7-12 months,74.52,894.24,805.58
CUST-00964,Female,35-44,46,One year,Credit card,37.66,1734.75,DSL,1,Stayed,Not churned,25-48 months,0.0,0.0,1734.75
CUST-00291,Female,25-34,5,Month-to-month,Credit card,92.24,386.45,Fiber optic,1,Churned,Temporary need ended,0-6 months,92.24,1106.88,386.45
CUST-01500,Male,55-64,24,Month-to-month,Credit card,50.54,1245.44,DSL,0,Churned,Price too high,13-24 months,50.54,606.48,1245.44
CUST-00608,Female,55-64,2,Month-to-month,Credit card,61.04,173.41,DSL,0,Churned,Price too high,0-6 months,61.04,732.48,173.41
CUST-00349,Female,55-64,14,Month-to-month,Electronic check,55.92,753.65,DSL,1,Churned,Competitor offer,13-24 months,55.92,671.04,753.65
CUST-00705,Female,45-54,72,Two year,Mailed check,52.35,3777.56,Fiber optic,2,Stayed,Not churned,49+ months,0.0,0.0,3777.56
CUST-01432,Male,45-54,31,One year,Bank transfer,66.68,2077.12,Fiber optic,0,Stayed,Not churned,25-48 months,0.0,0.0,2077.12
CUST-00706,Male,55-64,67,Two year,Bank transfer,30.81,2063.22,DSL,0,Stayed,Not churned,49+ months,0.0,0.0,2063.22
CUST-00847,Female,45-54,72,Two year,Credit card,82.33,5869.23,Fiber optic,4,Stayed,Not churned,49+ months,0.0,0.0,5869.23
CUST-00612,Male,25-34,16,Month-to-month,Electronic check,63.65,1048.4,DSL,0,Stayed,Not churned,13-24 months,0.0,0.0,1048.4
CUST-00459,Female,45-54,51,One year,Credit card,90.34,4629.74,Fiber optic,2,Stayed,Not churned,49+ months,0.0,0.0,4629.74
CUST-00376,Female,35-44,12,One year,Electronic check,71.44,858.63,Fiber optic,2,Stayed,Not churned,7-12 months,0.0,0.0,858.63
CUST-00334,Female,45-54,4,Month-to-month,Credit card,67.47,256.43,DSL,0,Stayed,Not churned,0-6 months,0.0,0.0,256.43
CUST-01199,Male,45-54,15,Month-to-month,Mailed check,39.98,601.03,,2,Stayed,Not churned,13-24 months,0.0,0.0,601.03
CUST-01343,Male,55-64,29,Two year,Credit card,59.83,1723.02,DSL,2,Stayed,Not churned,25-48 months,0.0,0.0,1723.02
CUST-01180,Male,35-44,3,Month-to-month,Credit card,42.37,195.1,DSL,1,Churned,Competitor offer,0-6 months,42.37,508.44,195.1
CUST-01409,Male,25-34,40,Month-to-month,Credit card,50.25,1967.82,Fiber optic,2,Stayed,Not churned,25-48 months,0.0,0.0,1967.82
CUST-00579,Female,65+,34,One year,Bank transfer,73.05,2496.23,Fiber optic,0,Churned,Competitor offer,25-48 months,73.05,876.6,2496.23
CUST-00329,Female,45-54,9,Month-to-month,Credit card,71.74,651.25,Fiber optic,3,Churned,Price too high,7-12 months,71.74,860.88,651.25
CUST-00319,Female,45-54,41,Two year,Electronic check,45.61,1841.15,DSL,1,Churned,Moved location,25-48 months,45.61,547.32,1841.15
CUST-01169,Female,45-54,31,Month-to-month,Credit card,62.03,1861.96,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,1861.96
CUST-01347,Female,45-54,15,Two year,Credit card,58.64,875.78,Fiber optic,2,Stayed,Not churned,13-24 months,0.0,0.0,875.78
CUST-00013,Male,65+,52,Month-to-month,Credit card,33.71,1770.37,,1,Churned,Price too high,49+ months,33.71,404.52,1770.37
CUST-00172,Female,55-64,5,Month-to-month,Electronic check,82.73,428.78,DSL,1,Stayed,Not churned,0-6 months,0.0,0.0,428.78
CUST-00261,Male,35-44,26,Month-to-month,Bank transfer,72.86,1954.92,Fiber optic,5,Churned,Technical issues,25-48 months,72.86,874.32,1954.92
CUST-00839,Male,25-34,64,Two year,Mailed check,74.49,4757.39,Fiber optic,0,Stayed,Not churned,49+ months,0.0,0.0,4757.39
CUST-00880,Female,45-54,34,Month-to-month,Credit card,70.91,2410.99,Fiber optic,2,Stayed,Not churned,25-48 months,0.0,0.0,2410.99
CUST-01472,Male,25-34,61,Two year,Credit card,75.67,4628.24,Fiber optic,3,Stayed,Not churned,49+ months,0.0,0.0,4628.24
CUST-00139,Female,65+,43,Month-to-month,Electronic check,46.01,2020.33,DSL,0,Churned,Temporary need ended,25-48 months,46.01,552.12,2020.33
CUST-00550,Male,18-24,3,One year,Bank transfer,69.23,248.89,Fiber optic,2,Stayed,Not churned,0-6 months,0.0,0.0,248.89
CUST-01188,Female,35-44,25,One year,Mailed check,69.4,1773.13,Fiber optic,1,Stayed,Not churned,25-48 months,0.0,0.0,1773.13
CUST-00865,Female,35-44,47,Month-to-month,Bank transfer,56.02,2697.34,DSL,1,Stayed,Not churned,25-48 months,0.0,0.0,2697.34
CUST-01023,Male,25-34,37,One year,Electronic check,21.34,731.9,,1,Stayed,Not churned,25-48 months,0.0,0.0,731.9
CUST-00559,Male,45-54,16,Month-to-month,Bank transfer,46.31,694.06,DSL,1,Stayed,Not churned,13-24 months,0.0,0.0,694.06
