customer_id,gender,age_group,tenure,contract_type,payment_method,monthly_charges,total_charges,streaming_plan,support_tickets,churn_status,churn_reason,tenure_group,monthly_revenue_loss,annual_revenue_loss,customer_lifetime_value
CUST-01213,Female,35-44,29,One year,Bank transfer,7.99,216.93,Basic,0,Stayed,Not churned,25-48 months,0.0,0.0,216.93
CUST-00032,Female,45-54,17,Month-to-month,Credit card,15.94,279.05,Standard,1,Stayed,Not churned,13-24 months,0.0,0.0,279.05
CUST-01019,Male,45-54,44,Month-to-month,Credit card,31.7,1402.31,Standard,1,Churned,Competitor offer,25-48 months,31.7,380.4,1402.31
CUST-00211,Male,25-34,33,Month-to-month,Bank transfer,13.69,410.17,Standard,0,Stayed,Not churned,25-48 months,0.0,0.0,410.17
CUST-00990,Male,35-44,28,Two year,Mailed check,9.61,286.92,Basic,3,Stayed,Not churned,25-48 months,0.0,0.0,286.92
CUST-00603,Female,25-34,4,Month-to-month,Bank transfer,28.29,90.64,Standard,3,Churned,Temporary need ended,0-6 months,28.29,339.48,90.64
CUST-01174,Female,25-34,31,Month-to-month,Credit card,18.02,497.65,Premium,1,Stayed,Not churned,25-48 months,0.0,0.0,497.65
CUST-00440,Female,18-24,34,Two year,Electronic check,10.91,353.23,Standard,0,Stayed,Not churned,25-48 months,0.0,0.0,353.23
CUST-00953,Female,35-44,47,Two year,Credit card,28.18,1342.2,Standard,1,Stayed,Not churned,25-48 months,0.0,0.0,1342.2
CUST-01469,Male,65+,53,Two year,Mailed check,32.68,1754.54,Standard,1,Stayed,Not churned,49+ months,0.0,0.0,1754.54
CUST-00479,Male,55-64,11,Month-to-month,Credit card,7.99,109.56,Standard,2,Stayed,Not churned,7-12 months,0.0,0.0,109.56
CUST-00189,Male,45-54,40,Two year,Bank transfer,10.31,364.66,Basic,1,Stayed,Not churned,25-48 months,0.0,0.0,364.66
CUST-00527,Female,45-54,43,Two year,Credit card,7.99,307.47,Basic,1,Stayed,Not churned,25-48 months,0.0,0.0,307.47
CUST-01358,Female,18-24,22,One year,Credit card,7.99,199.26,Mobile,0,Stayed,Not churned,13-24 months,0.0,0.0,199.26
CUST-00483,Female,35-44,9,Month-to-month,Electronic check,8.41,63.67,Standard,0,Stayed,Not churned,7-12 months,0.0,0.0,63.67
CUST-00395,Female,35-44,33,Two year,Bank transfer,10.5,294.82,Mobile,0,Stayed,Not churned,25-48 months,0.0,0.0,294.82
CUST-00922,Female,18-24,5,Month-to-month,Credit card,16.32,131.08,Basic,1,Stayed,Not churned,0-6 months,0.0,0.0,131.08
CUST-00084,Female,35-44,19,One year,Electronic check,11.03,228.23,Basic,0,Churned,Competitor offer,13-24 months,11.03,132.36,228.23
CUST-01480,Female,65+,2,One year,Bank transfer,24.85,24.85,Standard,0,Churned,Competitor offer,0-6 months,24.85,298.2,24.85
CUST-00049,Male,18-24,16,Month-to-month,Electronic check,39.99,715.43,Premium,2,Churned,Price too high,13-24 months,39.99,479.88,715.43
CUST-01445,Male,45-54,21,Month-to-month,Mailed check,12.99,313.76,Standard,1,Stayed,Not churned,13-24 months,0.0,0.0,313.76
CUST-00156,Female,55-64,29,One year,Credit card,15.12,397.3,Basic,0,Stayed,Not churned,25-48 months,0.0,0.0,397.3
CUST-01280,Female,25-34,9,Month-to-month,Credit card,30.54,217.84,Standard,2,Stayed,Not churned,7-12 months,0.0,0.0,217.84
CUST-01156,Male,35-44,10,Month-to-month,Credit card,11.0,93.95,Premium,2,Churned,Price too high,7-12 months,11.0,132.0,93.95
CUST-00417,Female,55-64,14,Month-to-month,Credit card,34.61,500.06,Standard,0,Churned,Temporary need ended,13-24 months,34.61,415.32,500.06
CUST-01069,Female,55-64,34,One year,Electronic check,19.76,663.8,Basic,1,Stayed,Not churned,25-48 months,0.0,0.0,663.8
CUST-01053,Male,55-64,72,Two year,Mailed check,7.99,541.14,Mobile,3,Stayed,Not churned,49+ months,0.0,0.0,541.14
CUST-01247,Female,35-44,16,Month-to-month,Electronic check,13.23,212.18,Standard,2,Stayed,Not churned,13-24 months,0.0,0.0,212.18
CUST-01117,Female,35-44,20,Two year,Electronic check,19.63,397.2,Premium,0,Churned,Competitor offer,13-24 months,19.63,235.56,397.2
CUST-00530,Male,45-54,18,Month-to-month,Credit card,17.2,250.67,Premium,1,Stayed,Not churned,13-24 months,0.0,0.0,250.67
CUST-00180,Female,45-54,27,One year,Electronic check,15.75,493.66,Standard,0,Stayed,Not churned,25-48 months,0.0,0.0,493.66
CUST-01374,Female,35-44,14,Month-to-month,Electronic check,30.62,404.23,Standard,2,Stayed,Not churned,13-24 months,0.0,0.0,404.23
CUST-00433,Male,35-44,33,One year,Mailed check,13.17,478.94,Premium,0,Stayed,Not churned,25-48 months,0.0,0.0,478.94
CUST-00528,Female,65+,37,One year,Credit card,39.99,1459.42,Premium,0,Stayed,Not churned,25-48 months,0.0,0.0,1459.42
CUST-00835,Female,25-34,18,Month-to-month,Mailed check,25.73,444.05,Premium,3,Stayed,Not churned,13-24 months,0.0,0.0,444.05
CUST-00364,Male,35-44,16,Month-to-month,Bank transfer,27.3,483.5,Standard,1,Stayed,Not churned,13-24 months,0.0,0.0,483.5
CUST-01193,Female,18-24,15,Month-to-month,Electronic check,35.63,517.14,Standard,1,Stayed,Not churned,13-24 months,0.0,0.0,517.14
CUST-01215,Male,18-24,30,One year,Electronic check,24.37,770.52,Basic,1,Stayed,Not churned,25-48 months,0.0,0.0,770.52
CUST-00347,Male,25-34,7,Month-to-month,Mailed check,7.99,38.29,Basic,0,Churned,Competitor offer,7-12 months,7.99,95.88,38.29
CUST-00465,Male,35-44,32,Month-to-month,Bank transfer,39.99,1242.69,Premium,3,Stayed,Not churned,25-48 months,0.0,0.0,1242.69
CUST-00529,Female,25-34,31,Two year,Unknown,27.58,813.12,Standard,2,Stayed,Not churned,25-48 months,0.0,0.0,813.12
CUST-00673,Female,25-34,11,One year,Credit card,7.99,81.24,Basic,0,Stayed,Not churned,7-12 months,0.0,0.0,81.24
CUST-01168,Female,45-54,32,Month-to-month,Electronic check,32.48,1057.73,Standard,1,Stayed,Not churned,25-48 months,0.0,0.0,1057.73
CUST-00602,Female,35-44,22,One year,Bank transfer,30.35,737.09,Standard,2,Stayed,Not churned,13-24 months,0.0,0.0,737.09
CUST-01112,Female,18-24,3,Month-to-month,Electronic check,27.58,27.58,Premium,2,Churned,Temporary need ended,0-6 months,27.58,330.96,27.58
CUST-01356,Male,35-44,35,One year,Electronic check,30.3,1030.21,Premium,0,Stayed,Not churned,25-48 months,0.0,0.0,1030.21
CUST-00244,Female,18-24,49,One year,Mailed check,15.56,814.89,Premium,0,Stayed,Not churned,49+ months,0.0,0.0,814.89
CUST-01134,Female,25-34,25,One year,Credit card,14.32,357.81,Basic,1,Stayed,Not churned,25-48 months,0.0,0.0,357.81
CUST-00874,Female,35-44,56,Two year,Electronic check,9.39,523.17,Standard,0,Stayed,Not churned,49+ months,0.0,0.0,523.17
CUST-00783,Female,35-44,12,Month-to-month,Credit card,25.81,301.19,Standard,2,Stayed,Not churned,7-12 months,0.0,0.0,301.19
CUST-00911,Male,45-54,18,Month-to-month,Electronic check,16.8,303.33,Standard,1,Stayed,Not churned,13-24 months,0.0,0.0,303.33
CUST-01094,Male,35-44,56,Two year,Mailed check,7.99,488.5,Basic,0,Stayed,Not churned,49+ months,0.0,0.0,488.5
CUST-01440,Male,18-24,23,Month-to-month,Credit card,39.99,918.68,Basic,1,Stayed,Not churned,13-24 months,0.0,0.0,918.68
CUST-00583,Female,35-44,25,Month-to-month,Electronic check,17.15,447.37,Premium,0,Churned,Price too high,25-48 months,17.15,205.8,447.37
CUST-00309,Male,25-34,8,Month-to-month,Credit card,32.55,317.56,Standard,1,Churned,Competitor offer,7-12 months,32.55,390.6,317.56
CUST-00902,Female,18-24,12,Month-to-month,Mailed check,23.28,234.62,Basic,0,Stayed,Not churned,7-12 months,0.0,0.0,234.62
CUST-00399,Male,35-44,8,Month-to-month,Credit card,18.62,145.87,Standard,0,Stayed,Not churned,7-12 months,0.0,0.0,145.87
CUST-00424,Female,35-44,13,Month-to-month,Electronic check,15.2,215.47,Basic,1,Churned,Competitor offer,13-24 months,15.2,182.4,215.47
CUST-00371,Female,55-64,12,Month-to-month,Bank transfer,39.99,510.65,Standard,2,Stayed,Not churned,7-12 months,0.0,0.0,510.65
CUST-00055,Male,25-34,46,One year,Bank transfer,36.14,1685.5,Premium,0,Churned,Competitor offer,25-48 months,36.14,433.68,1685.5
CUST-01002,Male,45-54,37,Two year,Credit card,10.99,446.63,Basic,0,Stayed,Not churned,25-48 months,0.0,0.0,446.63
CUST-00619,Male,18-24,37,Two year,Electronic check,11.33,471.6,Standard,0,Stayed,Not churned,25-48 months,0.0,0.0,471.6
CUST-00313,Female,25-34,14,One year,Credit card,20.36,320.57,Premium,1,Stayed,Not churned,13-24 months,0.0,0.0,320.57
CUST-00942,Male,35-44,50,Two year,Credit card,34.32,1732.08,Premium,4,Stayed,Not churned,49+ months,0.0,0.0,1732.08
CUST-01293,Male,35-44,26,One year,Mailed check,7.99,191.03,Basic,0,Stayed,Not churned,25-48 months,0.0,0.0,191.03
CUST-00110,Female,35-44,27,One year,Bank transfer,7.99,177.59,Mobile,2,Churned,Product dissatisfaction,25-48 months,7.99,95.88,177.59
CUST-01287,Female,65+,54,Two year,Credit card,7.99,391.36,Standard,4,Stayed,Not churned,49+ months,0.0,0.0,391.36
CUST-00707,Female,25-34,10,One year,Electronic check,7.99,50.63,Mobile,3,Churned,Competitor offer,7-12 months,7.99,95.88,50.63
CUST-00101,Female,25-34,35,Month-to-month,Credit card,7.99,300.3,Standard,0,Churned,Price too high,25-48 months,7.99,95.88,300.3
CUST-00472,Male,55-64,21,One year,Electronic check,10.98,219.09,Premium,0,Churned,Competitor offer,13-24 months,10.98,131.76,219.09
CUST-00794,Male,35-44,15,One year,Credit card,23.41,324.3,Standard,0,Stayed,Not churned,13-24 months,0.0,0.0,324.3
CUST-01395,Female,25-34,51,Two year,Bank transfer,15.68,840.14,Basic,0,Stayed,Not churned,49+ months,0.0,0.0,840.14
CUST-00267,Male,45-54,7,Month-to-month,Electronic check,7.99,14.73,Mobile,1,Stayed,Not churned,7-12 months,0.0,0.0,14.73
CUST-00694,Female,35-44,11,Month-to-month,Mailed check,35.33,403.81,Premium,0,Churned,Competitor offer,7-12 months,35.33,423.96,403.81
CUST-00297,Male,45-54,38,One year,Credit card,39.56,1492.21,Standard,1,Stayed,Not churned,25-48 months,0.0,0.0,1492.21
CUST-01366,Female,35-44,15,One year,Bank transfer,35.03,532.0,Standard,2,Churned,Moved location,13-24 months,35.03,420.36,532.0
CUST-00965,Female,45-54,7,Month-to-month,Credit card,27.96,204.21,Standard,2,Churned,Temporary need ended,7-12 months,27.96,335.52,204.21
CUST-00803,Male,35-44,47,Two year,Electronic check,7.99,318.44,Basic,0,Churned,Competitor offer,25-48 months,7.99,95.88,318.44
CUST-00971,Male,25-34,18,Two year,Electronic check,7.99,142.58,Basic,0,Churned,Product dissatisfaction,13-24 months,7.99,95.88,142.58
CUST-00378,Female,35-44,27,Month-to-month,Electronic check,30.45,849.73,Premium,2,Churned,Temporary need ended,25-48 months,30.45,365.4,849.73
CUST-00287,Female,45-54,6,Month-to-month,Electronic check,20.35,96.48,Premium,1,Stayed,Not churned,0-6 months,0.0,0.0,96.48
CUST-01459,Female,25-34,8,Month-to-month,Electronic check,20.71,201.54,Basic,0,Stayed,Not churned,7-12 months,0.0,0.0,201.54
CUST-00746,Male,35-44,17,Month-to-month,Bank transfer,12.61,239.19,Mobile,1,Stayed,Not churned,13-24 months,0.0,0.0,239.19
CUST-00127,Male,25-34,40,One year,Bank transfer,7.99,303.95,Standard,0,Churned,Moved location,25-48 months,7.99,95.88,303.95
CUST-00328,Male,65+,9,Month-to-month,Credit card,27.78,247.79,Standard,2,Stayed,Not churned,7-12 months,0.0,0.0,247.79
CUST-00293,Male,35-44,32,Month-to-month,Credit card,19.11,582.14,Mobile,1,Stayed,Not churned,25-48 months,0.0,0.0,582.14
CUST-00561,Male,18-24,8,Month-to-month,Mailed check,7.99,111.1,Basic,1,Stayed,Not churned,7-12 months,0.0,0.0,111.1
CUST-01375,Female,45-54,14,Month-to-month,Bank transfer,26.19,382.2,Basic,0,Churned,Temporary need ended,13-24 months,26.19,314.28,382.2
CUST-01150,Male,35-44,25,One year,Bank transfer,21.49,583.56,Standard,0,Churned,Competitor offer,25-48 months,21.49,257.88,583.56
CUST-00356,Male,25-34,15,Month-to-month,Credit card,7.99,187.25,Mobile,0,Churned,Temporary need ended,13-24 months,7.99,95.88,187.25
CUST-01237,Male,65+,19,Month-to-month,Electronic check,25.0,484.89,Standard,1,Stayed,Not churned,13-24 months,0.0,0.0,484.89
CUST-00171,Male,35-44,22,One year,Bank transfer,13.26,220.59,Basic,2,Churned,Competitor offer,13-24 months,13.26,159.12,220.59
CUST-00862,Female,35-44,28,One year,Credit card,22.92,683.24,Premium,1,Stayed,Not churned,25-48 months,0.0,0.0,683.24
CUST-01433,Female,18-24,12,Month-to-month,Credit card,33.63,412.36,Basic,0,Stayed,Not churned,7-12 months,0.0,0.0,412.36
CUST-00637,Male,18-24,37,Two year,Bank transfer,24.37,891.32,Premium,0,Stayed,Not churned,25-48 months,0.0,0.0,891.32
CUST-00210,Female,45-54,38,One year,Electronic check,7.99,326.74,Basic,0,Stayed,Not churned,25-48 months,0.0,0.0,326.74
CUST-00615,Male,45-54,51,Month-to-month,Credit card,7.99,391.73,Basic,2,Stayed,Not churned,49+ months,0.0,0.0,391.73
CUST-00586,Female,35-44,21,Month-to-month,Bank transfer,26.5,560.52,Standard,4,Churned,Technical issues,13-24 months,26.5,318.0,560.52
CUST-00141,Male,35-44,23,Month-to-month,Mailed check,29.11,609.66,Standard,3,Stayed,Not churned,13-24 months,0.0,0.0,609.66
CUST-01011,Female,18-24,35,Month-to-month,Credit card,7.99,291.09,Basic,1,Stayed,Not churned,25-48 months,0.0,0.0,291.09
CUST-00665,Female,35-44,24,One year,Credit card,33.25,817.17,Premium,0,Stayed,Not churned,13-24 months,0.0,0.0,817.17
CUST-01205,Female,45-54,19,Month-to-month,Mailed check,39.99,760.81,Mobile,2,Stayed,Not churned,13-24 months,0.0,0.0,760.81
CUST-00702,Female,25-34,32,One year,Mailed check,32.22,1010.52,Premium,2,Stayed,Not churned,25-48 months,0.0,0.0,1010.52
CUST-01455,Female,55-64,26,Two year,Credit card,10.98,304.62,Premium,3,Stayed,Not churned,25-48 months,0.0,0.0,304.62
CUST-00650,Female,55-64,71,Two year,Credit card,30.62,2135.28,Premium,1,Stayed,Not churned,49+ months,0.0,0.0,2135.28
CUST-00200,Male,35-44,27,Month-to-month,Mailed check,39.46,1031.04,Basic,1,Stayed,Not churned,25-48 months,0.0,0.0,1031.04
CUST-00910,Female,35-44,37,Month-to-month,Bank transfer,16.21,613.85,Standard,0,Stayed,Not churned,25-48 months,0.0,0.0,613.85
CUST-01232,Female,35-44,41,One year,Bank transfer,15.89,607.87,Standard,0,Stayed,Not churned,25-48 months,0.0,0.0,607.87
CUST-01075,Male,25-34,17,One year,Electronic check,32.55,561.79,Standard,1,Stayed,Not churned,13-24 months,0.0,0.0,561.79
CUST-01044,Male,45-54,15,One year,Electronic check,14.22,220.97,Basic,1,Churned,Moved location,13-24 months,14.22,170.64,220.97
CUST-00515,Female,35-44,36,Two year,Credit card,33.24,1185.89,Standard,3,Stayed,Not churned,25-48 months,0.0,0.0,1185.89
CUST-00011,Female,55-64,26,One year,Credit card,20.45,589.57,Premium,1,Stayed,Not churned,25-48 months,0.0,0.0,589.57
CUST-00148,Female,55-64,28,One year,Credit card,18.68,513.74,Standard,0,Stayed,Not churned,25-48 months,0.0,0.0,513.74
CUST-00737,Female,55-64,16,One year,Electronic check,7.99,132.86,Mobile,0,Churned,Competitor offer,13-24 months,7.99,95.88,132.86
CUST-00283,Female,35-44,35,Two year,Bank transfer,38.2,1332.49,Premium,1,Stayed,Not churned,25-48 months,0.0,0.0,1332.49
CUST-00299,Male,18-24,13,Month-to-month,Credit card,39.99,551.46,Premium,0,Stayed,Not churned,13-24 months,0.0,0.0,551.46
CUST-00627,Female,45-54,3,Month-to-month,Bank transfer,35.81,96.87,Premium,2,Churned,Temporary need ended,0-6 months,35.81,429.72,96.87
CUST-00292,Female,45-54,63,Two year,Mailed check,9.38,582.46,Standard,1,Stayed,Not churned,49+ months,0.0,0.0,582.46
CUST-01417,Female,45-54,5,Month-to-month,Mailed check,7.99,86.43,Standard,0,Churned,Price too high,0-6 months,7.99,95.88,86.43
CUST-00611,Female,25-34,12,One year,Mailed check,20.93,226.92,Premium,1,Stayed,Not churned,7-12 months,0.0,0.0,226.92
CUST-01055,Male,18-24,43,One year,Electronic check,37.21,1572.78,Standard,2,Stayed,Not churned,25-48 months,0.0,0.0,1572.78
CUST-01394,Male,45-54,38,Month-to-month,Credit card,9.52,414.48,Standard,0,Stayed,Not churned,25-48 months,0.0,0.0,414.48
CUST-00966,Female,25-34,13,One year,Bank transfer,9.04,50.14,Basic,0,Churned,Product dissatisfaction,13-24 months,9.04,108.48,50.14
CUST-00130,Male,35-44,58,Two year,Bank transfer,14.36,832.88,Standard,0,Stayed,Not churned,49+ months,0.0,0.0,832.88
CUST-00592,Male,65+,12,Month-to-month,Credit card,32.37,390.27,Standard,2,Stayed,Not churned,7-12 months,0.0,0.0,390.27
CUST-00332,Male,45-54,9,One year,Electronic check,19.16,211.38,Premium,1,Churned,Product dissatisfaction,7-12 months,19.16,229.92,211.38
CUST-00324,Female,45-54,13,One year,Bank transfer,7.99,7.99,Standard,0,Stayed,Not churned,13-24 months,0.0,0.0,7.99
CUST-00723,Female,25-34,37,Two year,Credit card,14.75,508.95,Premium,0,Stayed,Not churned,25-48 months,0.0,0.0,508.95
CUST-01325,Male,25-34,39,Two year,Credit card,11.93,361.89,Basic,1,Stayed,Not churned,25-48 months,0.0,0.0,361.89
CUST-00598,Female,45-54,38,One year,Credit card,11.28,486.92,Basic,1,Churned,Product dissatisfaction,25-48 months,11.28,135.36,486.92
CUST-00136,Female,25-34,28,One year,Mailed check,28.04,774.95,Basic,3,Stayed,Not churned,25-48 months,0.0,0.0,774.95
CUST-00725,Male,18-24,12,Month-to-month,Bank transfer,37.79,453.99,Standard,3,Churned,Competitor offer,7-12 months,37.79,453.48,453.99
CUST-01294,Male,25-34,36,Two year,Mailed check,7.99,312.15,Standard,1,Stayed,Not churned,25-48 months,0.0,0.0,312.15
CUST-00436,Male,55-64,12,Month-to-month,Bank transfer,15.71,166.44,Standard,0,Churned,Competitor offer,7-12 months,15.71,188.52,166.44
CUST-00781,Male,25-34,10,Month-to-month,Mailed check,22.65,198.93,Standard,1,Stayed,Not churned,7-12 months,0.0,0.0,198.93
CUST-00793,Female,25-34,38,One year,Credit card,35.92,1372.01,Standard,1,Stayed,Not churned,25-48 months,0.0,0.0,1372.01
CUST-01334,Male,25-34,29,One year,Bank transfer,15.3,436.32,Standard,1,Stayed,Not churned,25-48 months,0.0,0.0,436.32
CUST-00681,Male,25-34,4,One year,Bank transfer,16.99,85.61,Standard,2,Stayed,Not churned,0-6 months,0.0,0.0,85.61
CUST-00159,Female,35-44,28,Two year,Credit card,7.99,224.5,Basic,0,Stayed,Not churned,25-48 months,0.0,0.0,224.5
CUST-01031,Female,45-54,8,One year,Bank transfer,7.99,67.63,Standard,1,Stayed,Not churned,7-12 months,0.0,0.0,67.63
CUST-01312,Male,45-54,42,Two year,Mailed check,31.8,1311.93,Standard,1,Stayed,Not churned,25-48 months,0.0,0.0,1311.93
CUST-00984,Female,25-34,12,Month-to-month,Electronic check,26.33,304.36,Premium,1,Stayed,Not churned,7-12 months,0.0,0.0,304.36
CUST-00196,Female,18-24,12,Month-to-month,Electronic check,7.99,117.29,Basic,2,Stayed,Not churned,7-12 months,0.0,0.0,117.29
CUST-01259,Female,45-54,16,Month-to-month,Bank transfer,35.97,576.2,Premium,3,Stayed,Not churned,13-24 months,0.0,0.0,576.2
CUST-01444,Female,45-54,26,Month-to-month,Electronic check,8.67,226.26,Standard,0,Churned,Competitor offer,25-48 months,8.67,104.04,226.26
CUST-00411,Female,25-34,9,Month-to-month,Electronic check,8.38,88.5,Basic,1,Churned,Competitor offer,7-12 months,8.38,100.56,88.5
CUST-00097,Male,25-34,52,Two year,Electronic check,22.34,1195.21,Basic,0,Stayed,Not churned,49+ months,0.0,0.0,1195.21
CUST-00597,Male,35-44,12,Month-to-month,Electronic check,7.99,139.38,Basic,1,Churned,Price too high,7-12 months,7.99,95.88,139.38
CUST-00157,Male,35-44,36,Two year,Electronic check,17.89,709.53,Premium,0,Stayed,Not churned,25-48 months,0.0,0.0,709.53
CUST-00420,Male,35-44,4,Month-to-month,Bank transfer,16.05,74.53,Standard,1,Churned,Price too high,0-6 months,16.05,192.6,74.53
CUST-01166,Male,25-34,31,Month-to-month,Electronic check,28.03,848.41,Basic,1,Churned,Price too high,25-48 months,28.03,336.36,848.41
CUST-00478,Male,35-44,26,Month-to-month,Credit card,17.06,474.53,Basic,1,Stayed,Not churned,25-48 months,0.0,0.0,474.53
CUST-00622,Female,35-44,24,Month-to-month,Mailed check,39.99,965.63,Standard,1,Stayed,Not churned,13-24 months,0.0,0.0,965.63
CUST-00661,Female,45-54,32,Month-to-month,Electronic check,34.64,1064.44,Standard,2,Stayed,Not churned,25-48 months,0.0,0.0,1064.44
CUST-01457,Male,45-54,44,One year,Credit card,16.22,749.27,Standard,0,Stayed,Not churned,25-48 months,0.0,0.0,749.27
CUST-00448,Male,25-34,7,One year,Electronic check,9.98,101.11,Standard,1,Churned,Competitor offer,7-12 months,9.98,119.76,101.11
CUST-00179,Male,25-34,49,Two year,Electronic check,12.94,617.27,Basic,0,Churned,Competitor offer,49+ months,12.94,155.28,617.27
CUST-00391,Male,25-34,8,Month-to-month,Credit card,7.99,49.59,Basic,1,Stayed,Not churned,7-12 months,0.0,0.0,49.59
CUST-01309,Female,35-44,39,Two year,Electronic check,25.91,985.71,Premium,4,Stayed,Not churned,25-48 months,0.0,0.0,985.71
CUST-01224,Male,35-44,72,Two year,Credit card,18.84,1330.43,Standard,0,Stayed,Not churned,49+ months,0.0,0.0,1330.43
CUST-01260,Male,18-24,5,Month-to-month,Credit card,15.26,115.19,Standard,2,Churned,Competitor offer,0-6 months,15.26,183.12,115.19
CUST-00618,Female,45-54,72,Two year,Bank transfer,7.99,646.68,Standard,1,Stayed,Not churned,49+ months,0.0,0.0,646.68
CUST-01261,Female,25-34,33,Month-to-month,Electronic check,36.77,1151.42,Basic,5,Churned,Poor customer support,25-48 months,36.77,441.24,1151.42
CUST-01344,Male,65+,61,Two year,Credit card,7.99,480.24,Standard,1,Stayed,Not churned,49+ months,0.0,0.0,480.24
CUST-01014,Female,35-44,17,Month-to-month,Electronic check,7.99,131.59,Basic,0,Stayed,Not churned,13-24 months,0.0,0.0,131.59
CUST-01499,Female,25-34,7,Month-to-month,Bank transfer,16.26,146.96,Basic,1,Churned,Price too high,7-12 months,16.26,195.12,146.96
CUST-00760,Male,35-44,46,Two year,Electronic check,12.85,541.68,Standard,2,Stayed,Not churned,25-48 months,0.0,0.0,541.68
CUST-00670,Female,25-34,25,Month-to-month,Electronic check,7.99,172.3,Basic,0,Stayed,Not churned,25-48 months,0.0,0.0,172.3
CUST-00295,Female,18-24,45,Two year,Credit card,29.99,1279.03,Premium,0,Stayed,Not churned,25-48 months,0.0,0.0,1279.03
CUST-00908,Female,25-34,12,Month-to-month,Bank transfer,30.41,342.56,Premium,0,Stayed,Not churned,7-12 months,0.0,0.0,342.56
CUST-00890,Female,45-54,6,Month-to-month,Electronic check,16.4,81.22,Standard,2,Churned,Competitor offer,0-6 months,16.4,196.8,81.22
CUST-00089,Male,35-44,27,One year,Electronic check,39.99,1107.18,Premium,1,Stayed,Not churned,25-48 months,0.0,0.0,1107.18
CUST-00998,Female,55-64,21,Month-to-month,Electronic check,22.6,488.08,Premium,0,Stayed,Not churned,13-24 months,0.0,0.0,488.08
CUST-00950,Male,35-44,2,Month-to-month,Credit card,21.3,60.22,Basic,2,Churned,Competitor offer,0-6 months,21.3,255.6,60.22
CUST-00589,Female,55-64,26,Month-to-month,Bank transfer,14.24,336.21,Basic,0,Churned,Price too high,25-48 months,14.24,170.88,336.21
CUST-00675,Female,25-34,28,One year,Bank transfer,7.99,265.52,Basic,1,Stayed,Not churned,25-48 months,0.0,0.0,265.52
CUST-01407,Male,65+,32,Two year,Bank transfer,15.97,550.66,Standard,0,Stayed,Not churned,25-48 months,0.0,0.0,550.66
CUST-00712,Male,55-64,10,One year,Credit card,16.01,220.48,Basic,0,Churned,Moved location,7-12 months,16.01,192.12,220.48
CUST-00964,Female,35-44,37,One year,Credit card,35.68,1367.39,Standard,1,Stayed,Not churned,25-48 months,0.0,0.0,1367.39
CUST-00291,Female,25-34,1,Month-to-month,Credit card,26.83,26.83,Basic,1,Churned,Price too high,0-6 months,26.83,321.96,26.83
CUST-01500,Male,55-64,34,Month-to-month,Credit card,17.44,581.41,Standard,0,Churned,Price too high,25-48 months,17.44,209.28,581.41
CUST-00608,Female,55-64,8,Month-to-month,Credit card,28.63,232.66,Standard,1,Stayed,Not churned,7-12 months,0.0,0.0,232.66
CUST-00349,Female,55-64,11,Month-to-month,Electronic check,28.5,303.19,Standard,1,Stayed,Not churned,7-12 months,0.0,0.0,303.19
CUST-00705,Female,45-54,72,Two year,Mailed check,7.99,601.07,Standard,1,Stayed,Not churned,49+ months,0.0,0.0,601.07
CUST-01432,Male,45-54,47,One year,Bank transfer,20.93,1040.95,Standard,1,Stayed,Not churned,25-48 months,0.0,0.0,1040.95
CUST-00706,Male,55-64,55,Two year,Bank transfer,13.44,841.19,Premium,0,Stayed,Not churned,49+ months,0.0,0.0,841.19
CUST-00847,Female,45-54,72,Two year,Credit card,31.32,2196.51,Standard,4,Stayed,Not churned,49+ months,0.0,0.0,2196.51
CUST-00612,Male,25-34,4,Month-to-month,Electronic check,34.88,159.85,Premium,1,Churned,Temporary need ended,0-6 months,34.88,418.56,159.85
CUST-00459,Female,45-54,28,One year,Credit card,8.17,273.37,Basic,1,Stayed,Not churned,25-48 months,0.0,0.0,273.37
CUST-00376,Female,35-44,20,One year,Electronic check,7.99,106.6,Basic,0,Stayed,Not churned,13-24 months,0.0,0.0,106.6
CUST-00334,Female,45-54,12,Month-to-month,Credit card,17.5,220.53,Standard,0,Stayed,Not churned,7-12 months,0.0,0.0,220.53
CUST-01199,Male,45-54,59,Month-to-month,Mailed check,7.99,511.58,Mobile,1,Stayed,Not churned,49+ months,0.0,0.0,511.58
CUST-01343,Male,55-64,8,Two year,Credit card,12.45,44.35,Premium,2,Stayed,Not churned,7-12 months,0.0,0.0,44.35
CUST-01180,Male,35-44,33,Month-to-month,Credit card,28.18,938.74,Standard,2,Stayed,Not churned,25-48 months,0.0,0.0,938.74
CUST-01409,Male,25-34,29,Month-to-month,Credit card,24.33,752.08,Basic,0,Churned,Temporary need ended,25-48 months,24.33,291.96,752.08
CUST-00579,Female,65+,1,One year,Bank transfer,17.87,17.87,Standard,0,Churned,Competitor offer,0-6 months,17.87,214.44,17.87
CUST-00329,Female,45-54,4,Month-to-month,Credit card,24.69,115.39,Standard,0,Stayed,Not churned,0-6 months,0.0,0.0,115.39
CUST-00319,Female,45-54,60,Two year,Electronic check,17.51,1031.77,Standard,2,Churned,Product dissatisfaction,49+ months,17.51,210.12,1031.77
CUST-01169,Female,45-54,6,Month-to-month,Credit card,15.1,63.85,Basic,0,Stayed,Not churned,0-6 months,0.0,0.0,63.85
CUST-01347,Female,45-54,36,Two year,Credit card,7.99,264.26,Standard,0,Stayed,Not churned,25-48 months,0.0,0.0,264.26
