customer_id,gender,age_group,tenure,contract_type,payment_method,monthly_charges,total_charges,internet_service,support_tickets,churn_status,churn_reason
CUST-00544,Male,25-34,1,Month-to-month,Electronic check,71.64,71.64,Fiber optic,4,Churned,Technical issues
CUST-00986,Female,65+,43,Two year,Mailed check,56.42,2414.57,Fiber optic,1,Stayed,Not churned
CUST-01240,Female,18-24,26,Month-to-month,Bank transfer,75.69,1968.44,Fiber optic,0,Stayed,Not churned
CUST-01354,Male,55-64,37,Two year,Electronic check,28.21,1111.68,DSL,1,Stayed,Not churned
CUST-01304,Male,65+,48,One year,Electronic check,25.76,1276.28,None,0,Churned,Product dissatisfaction
CUST-00756,Male,35-44,35,Month-to-month,Bank transfer,56.15,1968.3,Fiber optic,2,Stayed,Not churned
CUST-01288,Female,25-34,1,One year,Electronic check,77.4,77.4,Fiber optic,2,Churned,Moved location
CUST-00711,Male,45-54,28,Month-to-month,Mailed check,41.11,1194.7,Fiber optic,2,Stayed,Not churned
CUST-01201,Male,35-44,68,Two year,Credit card,75.78,5147.31,Fiber optic,1,Stayed,Not churned
CUST-01468,Female,35-44,11,Month-to-month,Credit card,48.12,521.39,DSL,1,Stayed,Not churned
CUST-00988,Female,55-64,1,Month-to-month,Electronic check,62.28,62.28,Fiber optic,1,Churned,Competitor offer
CUST-01420,Male,25-34,3,Month-to-month,Bank transfer,67.85,147.06,DSL,1,Churned,Price too high
CUST-00853,Female,45-54,49,One year,Credit card,34.67,1759.4,None,0,Stayed,Not churned
CUST-00237,Female,35-44,39,Month-to-month,Bank transfer,35.49,1367.53,DSL,1,Stayed,Not churned
CUST-01305,Male,35-44,51,Two year,Bank transfer,67.24,3445.63,Fiber optic,0,Stayed,Not churned
CUST-00983,Female,65+,12,Month-to-month,Bank transfer,18.99,253.82,None,0,Churned,Price too high
CUST-01466,Female,45-54,19,Month-to-month,Electronic check,74.13,1423.26,Fiber optic,2,Churned,Temporary need ended
CUST-00722,Female,35-44,52,Two year,Bank transfer,36.95,1959.64,Fiber optic,4,Stayed,Not churned
CUST-00491,Female,45-54,4,Month-to-month,Mailed check,50.26,255.01,DSL,0,Churned,Temporary need ended
CUST-00209,Female,45-54,21,Month-to-month,Electronic check,35.35,756.2,Fiber optic,0,Stayed,Not churned
CUST-01458,Male,55-64,3,Month-to-month,Bank transfer,77.84,268.41,Fiber optic,3,Churned,Temporary need ended
CUST-00406,Male,25-34,48,Two year,Credit card,18.99,1001.95,None,0,Stayed,Not churned
CUST-00372,Female,25-34,29,One year,Credit card,66.43,1894.67,Fiber optic,1,Stayed,Not churned
CUST-00059,Female,55-64,11,Month-to-month,Mailed check,55.19,612.02,DSL,0,Stayed,Not churned
CUST-00555,Male,55-64,5,Month-to-month,Bank transfer,51.76,298.11,DSL,1,Churned,Price too high
CUST-00368,Male,25-34,61,Month-to-month,Credit card,69.55,4265.78,Fiber optic,1,Stayed,Not churned
CUST-01178,Female,18-24,53,Two year,Credit card,43.08,2260.97,DSL,1,Stayed,Not churned
CUST-00744,Female,65+,15,Month-to-month,Mailed check,49.66,781.87,DSL,1,Stayed,Not churned
CUST-01207,Male,25-34,40,One year,Electronic check,79.52,3199.49,Fiber optic,3,Stayed,Not churned
CUST-01050,Female,18-24,40,Month-to-month,Credit card,61.73,2485.97,DSL,0,Churned,Price too high
CUST-01227,Female,18-24,13,Month-to-month,Credit card,49.3,618.94,DSL,1,Stayed,Not churned
CUST-00355,Female,55-64,32,Month-to-month,Electronic check,18.99,558.56,None,1,Stayed,Not churned
CUST-00987,Male,35-44,9,Month-to-month,Credit card,70.03,640.04,Fiber optic,1,Churned,Competitor offer
CUST-01024,Male,35-44,60,Two year,Bank transfer,35.71,2147.4,DSL,1,Stayed,Not churned
CUST-00539,Female,25-34,55,One year,Electronic check,65.52,3628.36,Fiber optic,0,Stayed,Not churned
CUST-01170,Female,25-34,31,Month-to-month,Electronic check,98.53,3020.32,Fiber optic,3,Stayed,Not churned
CUST-01108,Male,25-34,15,Month-to-month,Electronic check,90.64,1308.84,Fiber optic,1,Stayed,Not churned
CUST-01431,Female,45-54,20,One year,Credit card,66.52,1327.08,Fiber optic,0,Stayed,Not churned
CUST-00234,Female,35-44,13,Month-to-month,Mailed check,61.12,,Fiber optic,3,Churned,Price too high
CUST-00482,Male,55-64,15,One year,Credit card,46.64,774.35,DSL,3,Stayed,Not churned
CUST-00197,Male,18-24,42,Two year,Bank transfer,84.27,3466.51,Fiber optic,2,Stayed,Not churned
CUST-01279,Female,35-44,9,Month-to-month,Electronic check,55.07,483.34,DSL,2,Churned,Price too high
CUST-00082,Male,35-44,30,Two year,Credit card,40.73,1198.51,None,0,Stayed,Not churned
CUST-01424,Female,25-34,32,One year,Electronic check,83.07,2641.58,Fiber optic,1,Stayed,Not churned
CUST-01084,Male,35-44,12,One year,Electronic check,29.79,389.65,DSL,0,Stayed,Not churned
CUST-01436,Female,25-34,33,Month-to-month,Electronic check,31.57,1009.45,None,3,Churned,Price too high
CUST-00112,Female,45-54,30,Month-to-month,Credit card,79.56,2363.98,Fiber optic,2,Churned,Price too high
CUST-01296,Female,45-54,14,Month-to-month,Electronic check,27.62,398.02,None,1,Stayed,Not churned
CUST-00799,Male,25-34,9,Month-to-month,Bank transfer,73.96,709.56,Fiber optic,1,Churned,Price too high
CUST-01143,Male,45-54,2,Month-to-month,Credit card,60.64,95.84,DSL,0,Churned,Competitor offer
CUST-01129,Female,35-44,5,Month-to-month,Bank transfer,87.47,500.94,Fiber optic,3,Stayed,Not churned
CUST-01285,Female,55-64,9,One year,Credit card,81.26,760.12,Fiber optic,0,Stayed,Not churned
CUST-01382,Female,55-64,11,Month-to-month,Electronic check,72.49,840.91,Fiber optic,1,Stayed,Not churned
CUST-00311,Female,45-54,28,One year,Credit card,81.88,2300.29,Fiber optic,1,Stayed,Not churned
CUST-00606,Female,25-34,21,Month-to-month,Credit card,75.24,1573.05,Fiber optic,0,Stayed,Not churned
CUST-00747,Female,18-24,40,One year,Electronic check,41.25,1599.43,DSL,1,Stayed,Not churned
CUST-00567,Female,25-34,43,One year,Bank transfer,49.7,2158.34,DSL,0,Stayed,Not churned
CUST-00439,Male,35-44,64,Two year,Electronic check,59.78,3815.01,Fiber optic,1,Stayed,Not churned
CUST-01141,Male,25-34,22,Month-to-month,Bank transfer,22.84,512.34,None,0,Stayed,Not churned
CUST-00343,Female,35-44,13,One year,Bank transfer,50.54,667.95,DSL,0,Stayed,Not churned
CUST-01111,Male,55-64,8,One year,Credit card,65.11,534.25,DSL,1,Stayed,Not churned
CUST-00742,Female,18-24,39,Two year,Bank transfer,77.54,3064.48,Fiber optic,0,Stayed,Not churned
CUST-01041,Male,45-54,10,Two year,Credit card,44.43,485.92,DSL,0,Stayed,Not churned
CUST-01056,Female,65+,12,Month-to-month,Electronic check,93.42,1138.16,Fiber optic,2,Stayed,Not churned
CUST-00351,Female,25-34,12,Month-to-month,Mailed check,72.64,869.73,Fiber optic,1,Churned,Price too high
CUST-00934,Male,25-34,17,Month-to-month,Credit card,70.69,1240.11,Fiber optic,1,Stayed,Not churned
CUST-01262,Male,18-24,48,Two year,Mailed check,73.8,3546.68,Fiber optic,1,Stayed,Not churned
CUST-00753,Male,45-54,6,Month-to-month,Electronic check,92.81,583.06,Fiber optic,1,Stayed,Not churned
CUST-01388,Female,35-44,8,Month-to-month,Mailed check,24.93,250.2,None,1,Stayed,Not churned
CUST-00553,Male,25-34,17,One year,Credit card,51.6,842.51,DSL,2,Stayed,Not churned
CUST-00999,Male,65+,41,Month-to-month,Bank transfer,64.48,2706.79,Fiber optic,1,Stayed,Not churned
CUST-01331,Male,35-44,14,Month-to-month,Mailed check,68.99,1000.54,Fiber optic,0,Stayed,Not churned
CUST-00775,Male,65+,30,One year,Bank transfer,72.53,2220.75,Fiber optic,0,Stayed,Not churned
CUST-00454,Male,45-54,15,Month-to-month,Electronic check,71.68,1061.19,Fiber optic,0,Churned,Price too high
CUST-00255,Female,65+,8,Month-to-month,Electronic check,95.18,,Fiber optic,3,Stayed,Not churned
CUST-00323,Male,45-54,41,One year,Bank transfer,37.26,1486.26,DSL,0,Stayed,Not churned
CUST-01109,Male,45-54,42,Two year,Bank transfer,18.99,834.29,None,1,Stayed,Not churned
CUST-00421,Male,45-54,25,One year,Mailed check,18.99,458.34,None,0,Stayed,Not churned
CUST-01322,Female,25-34,57,Two year,Bank transfer,54.82,3140.56,DSL,0,Stayed,Not churned
CUST-01340,Female,35-44,24,Month-to-month,Electronic check,34.1,841.15,DSL,1,Stayed,Not churned
CUST-01361,Male,55-64,10,Month-to-month,Bank transfer,55.42,613.84,DSL,0,Stayed,Not churned
CUST-00945,Female,35-44,31,Month-to-month,Credit card,58.12,1826.84,DSL,0,Churned,Competitor offer
CUST-00614,Female,55-64,38,Two year,Electronic check,69.88,2691.39,Fiber optic,0,Stayed,Not churned
CUST-00087,Male,45-54,22,Month-to-month,Bank transfer,67.63,1492.68,DSL,0,Stayed,Not churned
CUST-01441,Male,25-34,65,Two year,Bank transfer,36.41,2334.24,DSL,2,Churned,Competitor offer
CUST-00266,Male,25-34,20,Month-to-month,Mailed check,71.83,1443.79,DSL,0,Stayed,Not churned
CUST-00288,Male,45-54,28,Two year,Mailed check,60.66,1698.94,Fiber optic,1,Stayed,Not churned
CUST-00414,Male,35-44,7,Month-to-month,Credit card,84.75,608.77,Fiber optic,3,Churned,Temporary need ended
CUST-00429,Female,45-54,34,Two year,Electronic check,80.2,2692.81,Fiber optic,0,Stayed,Not churned
CUST-01145,Female,18-24,42,Two year,Bank transfer,23.5,1033.31,None,0,Churned,Competitor offer
CUST-00545,Male,55-64,72,Two year,Electronic check,45.05,3242.38,DSL,1,Stayed,Not churned
CUST-00430,Female,18-24,14,One year,Mailed check,55.9,870.29,DSL,2,Stayed,Not churned
CUST-01233,Female,18-24,11,Month-to-month,Electronic check,73.38,780.16,Fiber optic,1,Churned,Price too high
CUST-00222,Male,25-34,34,Month-to-month,Credit card,59.76,2055.93,DSL,3,Churned,Price too high
CUST-00114,Male,25-34,30,Month-to-month,Credit card,18.99,538.9,DSL,0,Stayed,Not churned
CUST-00585,Male,35-44,10,Month-to-month,Credit card,48.62,463.91,DSL,0,Stayed,Not churned
CUST-01033,Female,25-34,15,Month-to-month,Electronic check,58.16,939.68,DSL,0,Stayed,Not churned
CUST-00175,Male,45-54,4,Month-to-month,Bank transfer,67.5,225.04,DSL,1,Churned,Competitor offer
CUST-00848,Male,35-44,16,One year,Credit card,60.89,985.05,Fiber optic,1,Stayed,Not churned
CUST-00375,Female,45-54,37,Two year,Credit card,58.95,2127.95,Fiber optic,1,Stayed,Not churned
CUST-01192,Male,45-54,45,Two year,Credit card,51.11,2294.19,DSL,1,Stayed,Not churned
CUST-00019,Female,25-34,9,Month-to-month,Credit card,53.84,459.23,DSL,1,Stayed,Not churned
CUST-01157,Female,55-64,11,One year,Electronic check,56.99,696.31,DSL,0,Stayed,Not churned
CUST-00286,Female,55-64,22,Month-to-month,Bank transfer,38.27,879.49,DSL,1,Churned,Price too high
CUST-00887,Male,35-44,52,Two year,Bank transfer,65.64,3406.37,Fiber optic,3,Stayed,Not churned
CUST-00644,Female,25-34,19,Month-to-month,Electronic check,28.38,552.36,None,0,Stayed,Not churned
CUST-01213,Female,35-44,42,One year,Bank transfer,56.02,2300.26,Fiber optic,1,Stayed,Not churned
CUST-00032,Female,45-54,17,Month-to-month,Credit card,66.95,1146.22,Fiber optic,1,Stayed,Not churned
CUST-01019,Male,45-54,32,Month-to-month,Credit card,81.06,2548.05,Fiber optic,0,Stayed,Not churned
CUST-00211,Male,25-34,24,Month-to-month,Bank transfer,41.48,1018.64,DSL,0,Stayed,Not churned
CUST-00990,Male,35-44,52,Two year,Mailed check,58.24,3046.32,Fiber optic,2,Stayed,Not churned
CUST-00603,Female,25-34,9,Month-to-month,Bank transfer,73.38,632.1,Fiber optic,3,Churned,Competitor offer
CUST-01174,Female,25-34,10,Month-to-month,Credit card,76.62,,DSL,2,Stayed,Not churned
CUST-00440,Female,18-24,47,Two year,Electronic check,48.65,2324.89,DSL,2,Stayed,Not churned
CUST-00953,Female,35-44,38,Two year,Credit card,58.96,,Fiber optic,0,Stayed,Not churned
CUST-01469,Male,65+,50,Two year,Mailed check,51.1,2566.44,DSL,1,Stayed,Not churned
CUST-00479,Male,55-64,8,Month-to-month,Credit card,47.63,451.92,DSL,0,Stayed,Not churned
CUST-00189,Male,45-54,46,Two year,Bank transfer,89.58,4063.79,Fiber optic,1,Stayed,Not churned
CUST-00527,Female,45-54,40,Two year,Credit card,51.12,2089.64,Fiber optic,3,Stayed,Not churned
CUST-01064,Female,18-24,7,Month-to-month,Credit card,52.74,366.48,DSL,1,Stayed,Not churned
CUST-01358,Female,18-24,16,One year,Credit card,18.99,310.56,None,1,Stayed,Not churned
CUST-00483,Female,35-44,32,Month-to-month,Electronic check,48.78,1563.81,DSL,3,Stayed,Not churned
CUST-00395,Female,35-44,52,Two year,Bank transfer,49.52,2602.39,None,0,Stayed,Not churned
CUST-00922,Female,18-24,19,Month-to-month,Credit card,59.23,1113.0,Fiber optic,3,Stayed,Not churned
CUST-00084,Female,35-44,22,One year,Electronic check,75.05,1645.77,Fiber optic,3,Stayed,Not churned
CUST-01480,Female,65+,36,One year,Bank transfer,49.08,1769.99,Fiber optic,1,Stayed,Not churned
CUST-00049,Male,18-24,11,Month-to-month,Electronic check,34.3,413.09,DSL,1,Churned,Price too high
CUST-01445,Male,45-54,6,Month-to-month,Mailed check,98.43,605.11,Fiber optic,2,Churned,Temporary need ended
CUST-00156,Female,55-64,1,One year,Credit card,51.23,120.95,Fiber optic,0,Stayed,Not churned
CUST-01280,Female,25-34,6,Month-to-month,Credit card,42.99,277.14,DSL,1,Churned,Temporary need ended
CUST-01156,Male,35-44,25,Month-to-month,Credit card,57.09,1424.15,DSL,1,Stayed,Not churned
CUST-00417,Female,55-64,4,Month-to-month,Credit card,67.06,278.57,Fiber optic,1,Churned,Price too high
CUST-01069,Female,55-64,44,One year,Electronic check,46.03,1975.35,Fiber optic,3,Stayed,Not churned
CUST-01053,Male,55-64,60,Two year,Mailed check,30.56,1821.4,None,0,Stayed,Not churned
CUST-01247,Female,35-44,30,Month-to-month,Electronic check,53.45,1596.41,DSL,3,Stayed,Not churned
CUST-01117,Female,35-44,52,Two year,Electronic check,35.72,1774.73,DSL,2,Stayed,Not churned
CUST-00530,Male,45-54,16,Month-to-month,Credit card,43.25,756.68,DSL,0,Stayed,Not churned
CUST-00180,Female,45-54,30,One year,Electronic check,75.45,2246.71,Fiber optic,1,Stayed,Not churned
CUST-00423,Female,45-54,26,One year,Bank transfer,78.34,1997.56,Fiber optic,0,Stayed,Not churned
CUST-01374,Female,35-44,3,Month-to-month,Electronic check,69.09,131.31,DSL,1,Churned,Competitor offer
CUST-00433,Male,35-44,28,One year,Mailed check,36.41,1053.13,None,0,Stayed,Not churned
CUST-00528,Female,65+,23,One year,Credit card,45.67,1000.81,DSL,2,Stayed,Not churned
CUST-00835,Female,25-34,21,Month-to-month,Mailed check,24.74,500.45,None,2,Stayed,Not churned
CUST-00364,Male,35-44,20,Month-to-month,Bank transfer,67.75,1378.11,Fiber optic,0,Stayed,Not churned
CUST-01193,Female,18-24,6,Month-to-month,Electronic check,42.21,,DSL,1,Churned,Competitor offer
CUST-01215,Male,18-24,3,One year,Electronic check,55.6,135.07,Fiber optic,1,Stayed,Not churned
CUST-00347,Male,25-34,11,Month-to-month,Mailed check,79.51,864.3,Fiber optic,1,Stayed,Not churned
CUST-00465,Male,35-44,9,Month-to-month,Bank transfer,53.68,503.21,DSL,0,Stayed,Not churned
CUST-00529,Female,25-34,69,Two year,Electronic check,70.2,4817.79,Fiber optic,2,Stayed,Not churned
CUST-00673,Female,25-34,13,One year,Credit card,47.88,640.85,Fiber optic,0,Stayed,Not churned
CUST-01168,Female,45-54,5,Month-to-month,Electronic check,72.22,330.07,Fiber optic,1,Churned,Temporary need ended
CUST-00602,Female,35-44,16,One year,Bank transfer,59.22,959.02,DSL,0,Stayed,Not churned
CUST-01112,Female,18-24,23,Month-to-month,Electronic check,34.73,784.79,None,0,Stayed,Not churned
CUST-01356,Male,35-44,34,One year,Electronic check,54.21,1864.99,DSL,1,Churned,Competitor offer
CUST-00244,Female,18-24,9,One year,Mailed check,40.93,384.84,DSL,2,Stayed,Not churned
CUST-01134,Female,25-34,23,One year,Credit card,99.04,2278.78,Fiber optic,1,Stayed,Not churned
CUST-00874,Female,35-44,41,Two year,Electronic check,76.49,3133.42,Fiber optic,0,Churned,Moved location
CUST-00783,Female,35-44,37,Month-to-month,Credit card,54.94,2062.6,DSL,1,Stayed,Not churned
CUST-00911,Male,45-54,17,Month-to-month,Electronic check,71.22,1198.77,Fiber optic,1,Stayed,Not churned
CUST-01094,Male,35-44,54,Two year,Mailed check,72.27,3902.86,Fiber optic,2,Stayed,Not churned
CUST-01440,Male,18-24,22,Month-to-month,Credit card,88.19,1968.29,Fiber optic,0,Churned,Price too high
CUST-00583,Female,35-44,19,Month-to-month,Electronic check,62.6,1207.48,DSL,3,Stayed,Not churned
CUST-00309,Male,25-34,33,Month-to-month,Credit card,61.85,2009.15,DSL,3,Stayed,Not churned
CUST-00902,Female,18-24,12,Month-to-month,Mailed check,81.79,989.81,Fiber optic,2,Churned,Competitor offer
CUST-00399,Male,35-44,19,Month-to-month,Credit card,91.45,1720.75,Fiber optic,1,Stayed,Not churned
CUST-00424,Female,35-44,19,Month-to-month,Electronic check,82.11,1594.69,Fiber optic,1,Churned,Competitor offer
CUST-00371,Female,55-64,6,Month-to-month,Bank transfer,55.35,325.77,DSL,0,Stayed,Not churned
CUST-00055,Male,25-34,12,One year,Bank transfer,68.2,781.15,DSL,1,Churned,Competitor offer
CUST-01002,Male,45-54,66,Two year,Credit card,59.77,3947.53,Fiber optic,1,Stayed,Not churned
CUST-00619,Male,18-24,51,Two year,Electronic check,46.17,2356.9,DSL,0,Stayed,Not churned
CUST-00313,Female,25-34,41,One year,Credit card,40.41,1627.57,DSL,1,Stayed,Not churned
CUST-00942,Male,35-44,72,Two year,Credit card,21.1,1493.34,DSL,0,Stayed,Not churned
CUST-01293,Male,35-44,18,One year,Mailed check,76.98,1387.07,Fiber optic,1,Stayed,Not churned
CUST-00110,Female,35-44,37,One year,Bank transfer,23.29,869.37,None,1,Stayed,Not churned
CUST-01287,Female,65+,30,Two year,Credit card,34.22,983.12,DSL,0,Stayed,Not churned
CUST-00707,Female,25-34,31,One year,Electronic check,22.79,677.22,None,2,Churned,Competitor offer
CUST-00101,Female,25-34,46,Month-to-month,Credit card,89.22,4121.32,Fiber optic,0,Churned,Temporary need ended
CUST-00472,Male,55-64,26,One year,Electronic check,43.73,1156.11,DSL,1,Stayed,Not churned
CUST-00794,Male,35-44,34,One year,Credit card,65.33,2207.94,Fiber optic,1,Churned,Competitor offer
CUST-01395,Female,25-34,64,Two year,Bank transfer,68.71,4377.69,Fiber optic,0,Stayed,Not churned
CUST-00267,Male,45-54,7,Month-to-month,Electronic check,30.92,173.76,None,1,Stayed,Not churned
CUST-00694,Female,35-44,1,Month-to-month,Mailed check,48.63,52.95,DSL,2,Churned,Competitor offer
CUST-00297,Male,45-54,25,One year,Credit card,76.42,1961.45,Fiber optic,1,Stayed,Not churned
CUST-01366,Female,35-44,10,One year,Bank transfer,72.67,761.49,Fiber optic,4,Stayed,Not churned
CUST-00965,Female,45-54,26,Month-to-month,Credit card,76.16,1976.77,Fiber optic,1,Stayed,Not churned
CUST-00803,Male,35-44,23,Two year,Electronic check,61.43,1480.96,Fiber optic,2,Stayed,Not churned
CUST-00971,Male,25-34,69,Two year,Electronic check,53.96,3662.33,Fiber optic,2,Stayed,Not churned
CUST-00378,Female,35-44,7,Month-to-month,Electronic check,50.64,338.0,DSL,0,Churned,Competitor offer
CUST-00287,Female,45-54,7,Month-to-month,Electronic check,60.54,389.86,DSL,1,Stayed,Not churned
CUST-01459,Female,25-34,15,Month-to-month,Electronic check,44.67,688.03,Fiber optic,2,Stayed,Not churned
CUST-00746,Male,35-44,14,Month-to-month,Bank transfer,22.98,316.74,None,2,Stayed,Not churned
CUST-00127,Male,25-34,26,One year,Bank transfer,43.67,1152.38,DSL,2,Stayed,Not churned
CUST-00328,Male,65+,3,Month-to-month,Credit card,89.61,,Fiber optic,3,Churned,Price too high
CUST-00293,Male,35-44,14,Month-to-month,Credit card,18.99,274.06,None,1,Churned,Competitor offer
CUST-00561,Male,18-24,3,Month-to-month,Mailed check,64.88,169.79,Fiber optic,1,Churned,Competitor offer
CUST-01375,Female,45-54,6,Month-to-month,Bank transfer,63.8,373.04,Fiber optic,2,Churned,Competitor offer
CUST-01150,Male,35-44,27,One year,Bank transfer,66.28,1749.64,DSL,0,Stayed,Not churned
CUST-00356,Male,25-34,14,Month-to-month,Credit card,29.83,450.98,None,1,Churned,Temporary need ended
CUST-01237,Male,65+,10,Month-to-month,Electronic check,36.8,408.86,DSL,1,Churned,Temporary need ended
CUST-00171,Male,35-44,17,One year,Bank transfer,58.18,974.83,Fiber optic,1,Stayed,Not churned
CUST-00862,Female,35-44,20,One year,Credit card,21.81,487.19,None,1,Stayed,Not churned
CUST-01433,Female,18-24,11,Month-to-month,Credit card,75.37,785.59,Fiber optic,1,Stayed,Not churned
CUST-00637,Male,18-24,50,Two year,Bank transfer,18.99,891.99,None,0,Stayed,Not churned
CUST-00210,Female,45-54,32,One year,Electronic check,74.71,2419.7,Fiber optic,1,Stayed,Not churned
CUST-00615,Male,45-54,8,Month-to-month,Credit card,52.09,451.8,Fiber optic,0,Stayed,Not churned
CUST-00586,Female,35-44,16,Month-to-month,Bank transfer,72.7,1129.17,Fiber optic,2,Churned,Price too high
CUST-00141,Male,35-44,8,Month-to-month,Mailed check,69.42,568.66,Fiber optic,3,Stayed,Not churned
CUST-00071,Male,35-44,23,One year,Bank transfer,22.63,523.43,None,0,Stayed,Not churned
CUST-01011,Female,18-24,8,Month-to-month,Credit card,43.32,333.08,Fiber optic,1,Stayed,Not churned
CUST-00665,Female,35-44,16,One year,Credit card,21.19,361.03,None,4,Churned,Poor customer support
CUST-01205,Female,45-54,13,Month-to-month,Mailed check,60.5,780.59,None,0,Stayed,Not churned
CUST-00702,Female,25-34,32,One year,Mailed check,54.23,1714.84,DSL,1,Stayed,Not churned
CUST-01455,Female,55-64,33,Two year,Credit card,35.79,1176.75,None,1,Stayed,Not churned
CUST-00650,Female,55-64,32,Two year,Credit card,37.54,1188.89,DSL,1,Stayed,Not churned
CUST-00200,Male,35-44,2,Month-to-month,Mailed check,71.42,144.7,Fiber optic,0,Stayed,Not churned
CUST-00910,Female,35-44,14,Month-to-month,,45.86,663.01,DSL,0,Stayed,Not churned
CUST-01232,Female,35-44,21,One year,Bank transfer,78.43,1667.45,Fiber optic,0,Stayed,Not churned
CUST-01075,Male,25-34,18,One year,Electronic check,39.45,659.71,DSL,1,Stayed,Not churned
CUST-01044,Male,45-54,40,One year,Electronic check,79.23,3101.04,Fiber optic,2,Churned,Competitor offer
CUST-00515,Female,35-44,42,Two year,Credit card,59.15,2461.6,DSL,1,Stayed,Not churned
CUST-00011,Female,55-64,26,One year,Credit card,42.46,1161.83,DSL,1,Stayed,Not churned
CUST-00148,Female,55-64,51,One year,Credit card,37.12,1885.58,DSL,0,Stayed,Not churned
CUST-00737,Female,55-64,40,One year,Electronic check,18.99,734.46,None,0,Churned,Moved location
CUST-00283,Female,35-44,40,Two year,Bank transfer,42.83,1698.59,DSL,1,Stayed,Not churned
CUST-00299,Male,18-24,11,Month-to-month,Credit card,43.24,500.27,DSL,0,Churned,Temporary need ended
CUST-00627,Female,45-54,2,Month-to-month,Bank transfer,49.51,103.36,DSL,1,Churned,Price too high
CUST-00292,Female,45-54,35,Two year,Mailed check,72.95,2553.11,Fiber optic,2,Stayed,Not churned
CUST-01417,Female,45-54,18,Month-to-month,Mailed check,62.98,1142.8,Fiber optic,1,Churned,Temporary need ended
CUST-00611,Female,25-34,28,One year,Mailed check,42.74,1282.85,DSL,0,Stayed,Not churned
CUST-01055,Male,18-24,14,One year,Electronic check,51.97,726.51,DSL,1,Churned,Product dissatisfaction
CUST-01394,Male,45-54,27,Month-to-month,Credit card,60.92,1614.95,DSL,0,Churned,Competitor offer
CUST-00966,Female,25-34,28,One year,Bank transfer,56.01,1588.55,Fiber optic,1,Churned,Competitor offer
CUST-00130,Male,35-44,60,Two year,Bank transfer,74.32,4436.35,Fiber optic,0,Stayed,Not churned
CUST-00592,Male,65+,1,Month-to-month,Credit card,74.38,74.38,Fiber optic,2,Churned,Temporary need ended
CUST-00332,Male,45-54,22,One year,Electronic check,44.12,946.52,DSL,0,Churned,Moved location
CUST-00324,Female,45-54,36,One year,Bank transfer,34.93,1241.42,Fiber optic,1,Stayed,Not churned
CUST-00723,Female,25-34,37,Two year,Credit card,36.76,1323.32,DSL,0,Stayed,Not churned
CUST-01325,Male,25-34,51,Two year,Credit card,61.22,3130.32,Fiber optic,1,Stayed,Not churned
CUST-00598,Female,45-54,53,One year,Credit card,83.29,4407.35,Fiber optic,0,Stayed,Not churned
CUST-00136,Female,25-34,22,One year,Mailed check,69.39,1576.78,Fiber optic,2,Stayed,Not churned
CUST-00725,Male,18-24,12,Month-to-month,Bank transfer,66.8,809.96,DSL,2,Stayed,Not churned
CUST-01294,Male,25-34,39,Two year,Mailed check,36.51,1377.28,DSL,1,Stayed,Not churned
CUST-00862,Female,35-44,20,One year,Credit card,21.81,487.19,None,1,Stayed,Not churned
CUST-00436,Male,55-64,6,Month-to-month,Bank transfer,34.69,230.49,DSL,1,Stayed,Not churned
CUST-00781,Male,25-34,32,Month-to-month,Mailed check,71.64,2262.71,Fiber optic,0,Stayed,Not churned
CUST-00793,Female,25-34,63,One year,Credit card,90.37,5661.53,Fiber optic,2,Stayed,Not churned
CUST-01334,Male,25-34,20,One year,Bank transfer,60.04,1243.66,DSL,1,Stayed,Not churned
CUST-00681,Male,25-34,4,One year,Bank transfer,46.0,201.65,DSL,2,Stayed,Not churned
CUST-00159,Female,35-44,47,Two year,Credit card,69.63,3231.43,Fiber optic,1,Stayed,Not churned
CUST-01031,Female,45-54,10,One year,Bank transfer,35.03,430.18,DSL,0,Stayed,Not churned
CUST-01312,Male,45-54,42,Two year,Mailed check,42.44,1754.49,DSL,0,Stayed,Not churned
CUST-00984,Female,25-34,12,Month-to-month,Electronic check,48.34,568.48,DSL,1,Stayed,Not churned
CUST-00196,Female,18-24,29,Month-to-month,Electronic check,94.75,2734.3,Fiber optic,1,Churned,Competitor offer
CUST-01259,Female,45-54,6,Month-to-month,Bank transfer,55.86,384.24,DSL,1,Churned,Price too high
CUST-01444,Female,45-54,10,Month-to-month,Electronic check,62.49,624.49,DSL,0,Churned,Competitor offer
CUST-00411,Female,25-34,17,Month-to-month,Electronic check,60.02,964.32,Fiber optic,3,Churned,Price too high
CUST-00097,Male,25-34,52,Two year,Electronic check,61.59,3229.05,Fiber optic,1,Stayed,Not churned
CUST-00597,Male,35-44,26,Month-to-month,Electronic check,60.69,1568.54,Fiber optic,3,Stayed,Not churned
CUST-00157,Male,35-44,72,Two year,Electronic check,32.58,2365.26,DSL,0,Stayed,Not churned
CUST-00420,Male,35-44,26,Month-to-month,Bank transfer,40.87,1124.28,DSL,1,Stayed,Not churned
CUST-01166,Male,25-34,20,Month-to-month,Electronic check,64.42,1224.97,Fiber optic,1,Stayed,Not churned
CUST-00478,Male,35-44,23,Month-to-month,Credit card,96.28,2238.22,Fiber optic,2,Stayed,Not churned
CUST-00622,Female,35-44,35,Month-to-month,Mailed check,75.62,2632.47,Fiber optic,1,Churned,Temporary need ended
